SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1535.00,1612.50,1511.25,1580.35,1605.00,1541.05,1015,10074,15714903.00,
500003,AEGIS LOGIS ,A ,Q,287.00,295.00,275.25,289.50,288.65,283.45,1062,44901,12672296.00,
500008,AMAR RAJA BA,A ,Q,833.00,833.20,821.00,824.50,824.30,832.40,516,16404,13576089.00,
500009,A.SARABHAI  ,XT,Q,10.38,10.90,10.20,10.89,10.90,10.39,85,62018,669745.00,
500010,HDFC        ,A ,Q,1899.00,1912.05,1891.40,1900.45,1900.45,1897.00,2641,2620446,4974440652.00,
500012,ANDHRA PETRO,X ,Q,65.00,65.95,63.15,64.70,64.70,63.05,321,79590,5159417.00,
500013,ANSAL INFRAS,B ,Q,29.75,30.55,29.75,29.75,29.75,31.30,176,55981,1674853.00,
500014,APPLE FINANC,X ,Q,4.12,4.44,4.12,4.25,4.25,4.33,28,20413,84642.00,
500020,BOM DYEING  ,A ,Q,250.00,258.90,237.30,254.15,254.15,250.55,10185,1336771,329520818.00,
500023,ASIANHOTNR  ,B ,Q,296.40,305.25,280.05,283.95,285.05,298.35,268,9246,2696367.00,
500024,ASSAMCO     ,T ,Q,5.58,5.58,5.10,5.25,5.25,5.34,169,164336,862955.00,
500027,ATUL LTD.   ,A ,Q,2976.85,2985.80,2850.00,2892.80,2892.80,2936.50,736,3270,9531815.00,
500028,ATV PROJECTS,XT,Q,13.10,13.50,12.55,13.00,13.30,13.19,70,24921,323555.00,
500029,AUTOLITE(I) ,B ,Q,72.05,72.90,70.10,72.50,72.60,70.40,30,2054,146809.00,
500031,BAJAJ ELECT.,A ,Q,530.10,538.50,521.90,529.50,528.40,529.35,746,35336,18738881.00,
500032,BAJAJHIND   ,A ,Q,14.60,15.05,14.45,14.85,14.85,14.75,1212,1288664,19015858.00,
500033,FORCE MOTR  ,B ,Q,3285.00,3359.00,3280.00,3295.35,3295.35,3281.25,3216,22184,73401450.00,
500034,BAJFINANCE  ,A ,Q,1660.60,1711.75,1632.75,1701.95,1701.95,1660.35,2757,43268,72466362.00,
500038,BALRAM.CHINI,A ,Q,125.55,127.55,121.65,123.05,123.05,125.85,1725,252851,31596300.00,
500039,BANCO PROD. ,B ,Q,250.05,250.05,243.00,247.50,247.50,246.70,638,26603,6579672.00,
500040,CENTURY TEXT,A ,Q,1398.90,1415.90,1380.00,1409.95,1405.00,1383.65,1134,40005,55923399.00,
500041,BANNARI AMAN,B ,Q,2138.30,2138.30,2122.00,2122.00,2122.00,2147.00,3,41,87652.00,
500042,BASF INDIA  ,B ,Q,2197.35,2240.00,2195.95,2216.90,2207.15,2193.85,417,2565,5698396.00,
500043,BATA INDIA  ,A ,Q,725.40,725.40,710.80,716.15,716.15,720.45,752,20650,14792022.00,
500048,BEML LTD    ,A ,Q,1515.00,1528.40,1494.40,1511.15,1512.50,1509.80,1443,30630,46236752.00,
500049,BHARAT ELECT,A ,Q,172.90,173.40,170.25,172.75,172.75,171.15,1824,212631,36523380.00,
500052,BHANSALI ENG,B ,Q,188.00,188.00,178.25,182.15,182.15,186.35,2025,312273,56917717.00,
500055,BHUSH STEEL ,B ,Q,67.30,68.20,64.70,65.05,65.05,66.50,2603,574526,37856071.00,
500058,BIHAR SPONGE,XT,Q,2.50,2.69,2.47,2.47,2.47,2.59,30,17384,44923.00,
500059,BINANI IND. ,T ,Q,137.00,137.00,130.40,130.40,130.40,137.25,229,49804,6496793.00,
500060,BIRLACABLE  ,T ,Q,56.10,60.00,55.70,59.65,60.00,58.55,48,8849,514706.00,
500067,BLUE STAR   ,A ,Q,762.20,790.00,747.00,773.45,790.00,763.05,291,4085,3119963.00,
500068,DISA INDIA  ,X ,Q,6580.00,6800.00,6309.55,6445.00,6445.00,6798.25,31,78,510216.00,
500069,BNK CAPITAL ,X ,Q,147.50,147.50,133.25,135.50,135.50,135.15,62,3103,417180.00,
500074,BPL LTD.    ,B ,Q,98.60,101.25,95.95,96.80,96.80,98.60,1117,107731,10564490.00,
500078,CAMPH.& ALL ,X ,Q,1285.00,1310.00,1240.00,1250.75,1259.95,1288.65,100,1193,1528508.00,
500083,CENTURY EXT ,B ,Q,6.57,7.33,6.35,7.31,7.31,6.67,626,801213,5829528.00,
500084,CESC LTD.   ,A ,Q,1107.10,1130.15,1093.50,1109.20,1109.20,1105.25,1424,38734,43038782.00,
500085,CHAMBAL FERT,A ,Q,159.00,159.25,153.65,154.60,154.60,156.65,696,47764,7434925.00,
500086,EXIDE IND.  ,A ,Q,221.70,224.05,219.90,221.75,221.75,222.50,1713,86425,19186887.00,
500087,CIPLA LTD.  ,A ,Q,604.95,605.00,600.00,602.05,602.05,603.20,636,47128,28381129.00,
500089,DIC INDIA   ,B ,Q,577.15,593.00,573.50,585.35,587.05,585.05,43,532,307625.00,
500092,CRISIL LTD  ,A ,Q,1957.00,2000.00,1938.55,1988.80,1988.80,1956.80,263,5882,11641944.00,
500093,CGPOWER     ,A ,Q,94.05,95.90,93.70,95.50,95.50,94.05,866,193367,18363334.00,
500096,DABUR (I)   ,A ,Q,363.70,366.25,359.00,363.70,366.00,363.55,623,28314,10271182.00,
500097,DALMIASUG   ,B ,Q,127.75,127.75,118.70,119.20,119.60,125.50,708,57180,6887151.00,
500101,ARVIND Ltd  ,A ,Q,452.00,452.00,438.60,448.35,448.35,449.00,726,68581,30661535.00,
500102,BALARPUR IND,B ,Q,16.40,16.70,16.05,16.35,16.35,16.45,799,548333,8974323.00,
500103,BHEL        ,A ,Q,96.10,98.30,96.10,97.50,97.50,97.25,2152,713248,69461060.00,
500104,HIND.PETRO  ,A ,Q,412.55,419.70,409.65,416.55,416.55,411.05,1801,135963,56448448.00,
500106,IFCI LTD    ,A ,Q,30.00,30.75,29.30,30.20,30.20,30.00,2742,2579747,77910513.00,
500108,MAHA.TELE   ,B ,Q,26.45,26.45,25.20,25.90,25.90,26.25,1506,726161,18730566.00,
500109,MRPL        ,A ,Q,126.00,127.60,124.20,126.30,126.30,125.90,1010,173388,21833543.00,
500110,CHENNAI PET.,A ,Q,440.70,450.00,436.55,445.45,445.45,437.00,666,39096,17324985.00,
500111,REL.CAP.    ,A ,Q,525.00,534.45,512.10,529.10,529.10,525.90,11149,832075,436710881.00,
500112,STATE BANK  ,A ,Q,302.75,309.80,302.45,309.05,309.05,302.75,10399,2100878,644767202.00,
500113,STEEL AUTH. ,A ,Q,92.35,94.05,91.00,93.30,93.30,92.40,2693,809461,74919702.00,
500114,TITAN       ,A ,Q,899.90,899.90,880.70,892.50,892.50,885.70,1070,44280,39346760.00,
500116,IDBI BANK L ,A ,Q,60.10,61.30,59.60,60.40,60.40,60.20,1224,416308,25114157.00,
500117,DCW LTD.    ,T ,Q,43.25,43.65,41.45,42.70,42.70,43.30,312,116117,4924553.00,
500119,DHAMPUR SUGA,B ,Q,196.75,197.50,192.50,193.30,193.30,195.10,1334,105316,20458183.00,
500120,DIAMINES&CHM,X ,Q,100.00,105.00,100.00,104.75,104.80,100.90,63,4574,475493.00,
500123,ELANTAS     ,B ,Q,2101.00,2200.00,2101.00,2142.90,2128.95,2122.35,68,305,648969.00,
500124,DR.REDDY'S  ,A ,Q,2466.00,2504.90,2440.00,2487.50,2487.50,2465.65,1308,27108,67218334.00,
500125,E.I.D.PAR   ,A ,Q,361.05,362.55,353.50,357.90,359.20,357.50,378,6179,2209655.00,
500126,MERCK LTD   ,B ,Q,1480.00,1514.60,1465.15,1488.15,1488.15,1473.70,289,2456,3659097.00,
500128,ELEC.CASTING,B ,Q,35.65,35.85,34.75,35.20,35.20,35.70,496,119734,4217345.00,
500132,EMPEE SUGARS,X ,Q,4.81,4.96,4.57,4.61,4.61,4.81,119,36005,165597.00,
500133,ESAB INDIA  ,B ,Q,814.20,824.90,806.00,813.25,813.25,820.75,137,1221,995518.00,
500135,ESSEL PROP  ,B ,Q,294.00,297.20,293.50,294.90,296.55,291.90,62,2544,750501.00,
500136,ESTER INDUS.,B ,Q,62.80,63.25,58.50,59.10,59.10,61.80,1255,235737,14359861.00,
500139,FEDDERELEC  ,B ,Q,78.00,78.55,76.30,77.30,77.30,77.75,322,33703,2612258.00,
500141,FERRO ALLOYS,XT,Q,13.50,14.25,13.20,13.20,13.20,13.85,252,167244,2212562.00,
500144,FINOL. CABLE,A ,Q,722.10,750.00,712.45,743.00,743.00,707.70,836,12860,9454096.00,
500147,CMI FPE     ,X ,Q,1273.40,1304.00,1240.05,1252.50,1275.00,1273.40,80,1095,1379877.00,
500148,UFLEX LTD   ,A ,Q,465.85,471.90,459.00,468.95,468.95,463.25,644,30179,14046402.00,
500150,FOSECO INDIA,B ,Q,1900.05,1928.00,1880.00,1913.85,1913.85,1923.10,66,929,1781889.00,
500153,GANESH BENZO,X ,Q,96.00,97.45,93.10,95.25,95.00,95.00,534,84625,7994902.00,
500155,GARDEN SILK ,B ,Q,43.10,44.75,42.95,43.95,43.95,43.75,188,26175,1148300.00,
500159,METROGLOBL  ,X ,Q,92.00,96.50,91.50,92.95,91.50,91.90,34,5955,562825.00,
500160,GTL LTD.    ,B ,Q,15.00,15.70,14.80,15.20,15.00,15.25,257,73176,1109102.00,
500163,GODFREY PH  ,A ,Q,990.75,994.90,975.40,988.75,988.75,985.20,647,12580,12391319.00,
500164,GODREJ IND  ,A ,Q,610.60,621.65,608.00,619.60,619.60,607.65,638,23391,14375248.00,
500165,KANSAI NERO ,A ,Q,544.00,548.85,523.05,527.60,527.60,542.95,1073,24869,13205672.00,
500166,GOODRICKE   ,X ,Q,408.00,415.00,404.95,406.10,406.10,410.10,217,7265,2964153.00,
500168,GOODYEAR (I),B ,Q,1206.00,1206.00,1165.30,1176.45,1176.45,1184.65,685,6832,8078658.00,
500170,GTN INDUS   ,B ,Q,18.05,19.00,18.05,18.50,18.50,18.75,7,1139,20929.00,
500171,GHCL LTD    ,A ,Q,334.50,334.50,322.30,323.55,323.55,332.15,1232,85019,27863568.00,
500173,GUJ.FLOURO  ,B ,Q,876.80,889.95,870.00,884.35,884.35,875.80,200,1860,1629522.00,
500179,HCL INFOSYS ,A ,Q,56.10,58.70,54.75,58.45,58.45,55.50,3748,1239488,70631401.00,
500180,HDFC BANK   ,A ,Q,1935.00,1959.80,1919.85,1951.20,1951.20,1931.80,3924,133493,259871305.00,
500182,HEROMOTOCO  ,A ,Q,3592.20,3613.00,3555.05,3590.75,3600.20,3592.20,1053,9327,33368951.00,
500183,HIMACHAL FUT,A ,Q,31.20,32.65,30.90,32.45,32.45,30.90,3637,2954132,94310233.00,
500184,HSCL        ,B ,Q,176.10,177.20,170.00,173.90,173.90,175.90,1948,224188,38958775.00,
500185,HIND.CONSTN.,A ,Q,36.90,37.50,36.25,36.95,36.95,36.70,2969,1864935,68713578.00,
500186,HIND.OIL EXP,B ,Q,134.10,134.65,129.50,132.15,132.15,133.20,2001,249773,33061642.00,
500187,HSIL        ,B ,Q,472.00,490.00,472.00,482.75,482.40,476.30,470,10183,4867793.00,
500188,HINDUS.ZI   ,A ,Q,307.00,307.60,298.00,300.95,303.90,308.70,2416,175483,52914909.00,
500189,HINDUJA VENT,B ,Q,785.00,785.00,760.20,771.35,770.40,783.65,99,1467,1130268.00,
500191,HMT LTD.    ,Z ,Q,38.65,39.80,38.65,39.00,38.70,39.40,52,5276,205993.00,
500192,PRAG BOSIMI ,XT,Q,4.15,4.34,4.00,4.01,4.01,4.14,9,2211,9540.00,
500193,HOTEL LEELA.,B ,Q,21.50,22.05,21.20,21.40,21.40,21.45,417,196942,4255399.00,
500199,I.G.PETRO   ,B ,Q,813.00,813.00,772.40,779.25,783.00,790.45,684,8933,6985297.00,
500201,IND.GLYCOLS ,B ,Q,522.00,531.60,509.00,516.85,516.85,522.60,2197,94119,48799814.00,
500206,MARGO FIN   ,XT,Q,14.32,14.32,13.05,13.85,14.32,13.64,6,250,3424.00,
500207,INDO RAMA   ,B ,Q,49.90,50.15,45.60,48.15,47.70,49.10,399,72643,3495122.00,
500209,INFOSYS LTD ,A ,Q,1148.90,1148.90,1136.00,1143.25,1143.25,1152.75,5194,179258,204789448.00,
500210,INGERSOLL   ,B ,Q,828.50,835.00,813.25,818.35,818.35,821.20,114,2099,1722902.00,
500211,INSILCO LTD.,XT,Q,30.10,30.45,28.40,29.05,29.00,29.05,71,28458,843560.00,
500212,INTEG.FIN.SE,XT,Q,45.00,48.95,44.85,44.85,44.85,47.20,8,991,44491.00,
500213,INTER.TRAVEL,X ,Q,217.00,223.95,215.00,219.25,218.90,216.95,79,4569,998062.00,
500214,ION EXCHANGE,XT,Q,558.50,560.00,543.50,551.55,554.00,556.75,98,2715,1497950.00,
500215,AGRO TECH FO,B ,Q,715.60,715.60,680.00,688.90,694.00,710.80,132,2446,1686475.00,
500219,JAIN IRRIG  ,A ,Q,134.40,138.75,131.35,135.80,135.80,133.20,4886,1527758,206585220.00,
500220,JASCH INDUST,X ,Q,70.00,72.35,69.00,70.10,69.50,70.00,24,3205,223855.00,
500223,JCT LTD     ,X ,Q,3.86,3.99,3.76,3.87,3.87,3.86,425,374060,1453747.00,
500227,JINDAL POLYF,B ,Q,385.00,393.00,373.55,383.00,383.00,385.05,502,15421,5926507.00,
500228,JSWSL       ,A ,Q,280.00,285.00,273.00,282.25,282.25,279.15,1813,162513,45315414.00,
500231,UMANG DAIR  ,B ,Q,89.15,89.15,86.50,88.05,88.50,89.15,95,4558,401438.00,
500233,KAJARIA CER.,A ,Q,714.25,720.10,708.00,715.70,713.00,718.25,527,9055,6458497.00,
500234,KAKATIYA CEM,B ,Q,398.90,398.90,380.00,384.30,384.30,391.60,336,7682,2983344.00,
500235,KALYANI STEL,B ,Q,380.00,382.50,372.85,376.30,376.30,380.10,572,20112,7553858.00,
500238,WHIRLPOOL   ,A ,Q,1470.50,1500.00,1458.80,1473.75,1473.75,1484.00,267,1788,2645551.00,
500239,KG DENIM    ,X ,Q,65.00,68.40,64.50,67.80,67.80,66.50,101,14864,996073.00,
500240,KINETIC ENG.,ST,Q,86.00,89.00,85.00,88.10,89.00,86.05,90,16146,1411931.00,
500241,KIRL.BROS.  ,B ,Q,377.00,386.65,370.05,377.40,377.40,371.65,723,22189,8397777.00,
500243,KIRL INDUS  ,B ,Q,1437.00,1495.00,1436.00,1453.30,1453.30,1522.00,35,191,279980.00,
500245,KIRL.FERROUS,B ,Q,105.60,108.00,103.50,106.55,106.55,105.05,1231,137439,14560974.00,
500247,KOTAK MAH.BK,A ,Q,1053.00,1063.50,1042.00,1059.95,1059.95,1045.40,3977,127586,134461907.00,
500249,KSB PUMPS   ,B ,Q,889.00,899.00,880.00,888.65,899.00,889.45,80,721,641136.00,
500250,L.G.BALKRISH,B ,Q,1050.00,1050.00,985.00,1009.85,1005.00,1017.70,347,2614,2636828.00,
500251,TRENT LTD.  ,A ,Q,331.00,332.80,325.00,331.35,332.80,329.75,289,11322,3715556.00,
500252,LAKSHMI MACH,A ,Q,6012.00,6156.25,6010.00,6105.80,6097.00,6070.45,231,539,3287488.00,
500253,LIC HOUS.FIN,A ,Q,552.60,563.70,551.00,562.05,562.05,551.30,1774,117291,65448551.00,
500254,UTTAMVALUE  ,B ,Q,0.32,0.33,0.31,0.32,0.32,0.32,606,10245245,3316803.00,
500255,LML LTD.    ,T ,Q,9.40,9.70,9.20,9.41,9.41,9.40,124,55734,523255.00,
500257,LUPIN LTD.  ,A ,Q,920.25,925.00,907.90,923.00,923.00,918.40,4791,173721,159511266.00,
500259,LYKA LABS   ,B ,Q,67.20,68.90,66.40,66.90,67.50,67.95,320,32616,2199746.00,
500260,RAMCOCEM    ,A ,Q,787.65,791.15,772.15,778.80,778.80,786.50,515,13284,10363121.00,
500264,MAFATLAL IND,X ,Q,325.05,337.00,325.05,329.65,329.65,329.40,62,4784,1578205.00,
500265,MAH.SEAMLESS,B ,Q,514.95,529.00,507.40,520.60,518.10,514.95,303,5698,2956733.00,
500266,MAH.SCOOTER ,B ,Q,2760.80,2785.00,2740.00,2764.80,2768.95,2760.80,46,344,950373.00,
500267,MAJESTIC AUT,XT,Q,190.00,200.90,186.20,193.40,194.00,191.70,137,9935,1928412.00,
500268,MANALI PETRO,B ,Q,37.70,37.90,36.70,37.40,37.40,37.45,576,180118,6728872.00,
500271,MFSL        ,A ,Q,553.90,557.15,545.10,548.30,548.30,550.35,467,18474,10178309.00,
500279,MIRC ELECT  ,B ,Q,49.25,49.25,46.90,48.30,48.30,47.60,1092,297271,14298279.00,
500280,CENTURY ENKA,B ,Q,345.00,348.85,340.00,344.70,346.00,344.95,262,7267,2495690.00,
500284,LORDS CHLORO,XT,Q,70.30,70.30,66.80,66.80,66.80,70.30,22,1671,111633.00,
500285,SPICEJET LTD,B ,Q,118.00,124.90,118.00,121.75,121.75,119.65,16355,1887325,230606962.00,
500288,MOREPEN LAB.,B ,Q,39.80,42.10,38.00,41.60,41.60,39.35,2632,1089694,43559007.00,
500290,MRF LTD.    ,A ,Q,69449.90,69449.90,68605.05,69127.55,69000.00,68945.85,325,378,26103305.00,
500292,HEIDEL CEM  ,A ,Q,161.00,167.65,158.10,162.55,162.20,162.85,1302,65052,10550866.00,
500294,NCC         ,A ,Q,124.00,127.25,121.05,126.30,126.30,123.20,2464,419670,52246301.00,
500295,VEDL        ,A ,Q,326.80,333.00,323.10,331.30,331.30,325.90,3251,419587,137841632.00,
500296,NAHAR SPG.  ,B ,Q,123.45,124.30,119.00,122.75,122.75,122.80,233,29789,3653073.00,
500298,NAT.PEROXIDE,X ,Q,2275.65,2325.00,2251.00,2266.60,2266.60,2273.70,237,1572,3592770.00,
500300,GRASIM IND. ,A ,Q,1220.05,1230.05,1185.60,1220.75,1220.75,1215.60,1038,34622,42034598.00,
500302,PEL         ,A ,Q,2780.00,2813.00,2746.00,2794.55,2786.85,2769.00,696,6703,18624615.00,
500304,NIIT LTD.   ,A ,Q,105.85,107.70,104.50,106.35,107.00,105.75,1802,145846,15476536.00,
500306,JAYKAY      ,X ,Q,9.21,9.80,9.07,9.36,9.35,9.70,61,32310,307862.00,
500307,NIRLON      ,B ,Q,216.20,217.00,214.60,214.95,214.60,216.20,40,14380,3096139.00,
500312,ONGC CORPN  ,A ,Q,193.50,195.95,191.65,193.60,193.60,194.05,3946,550460,106714697.00,
500313,OIL COUNTRY ,B ,Q,58.00,58.00,53.45,54.40,54.40,54.15,335,43227,2370709.00,
500314,ORIENT HOTEL,B ,Q,55.50,60.20,55.15,59.70,59.70,54.00,3561,548164,31966539.00,
500315,ORINTAL BANK,A ,Q,120.00,123.50,119.80,122.70,122.70,120.75,1084,177001,21547283.00,
500317,OSWAL AGRO. ,B ,Q,15.30,15.50,15.10,15.25,15.15,15.40,138,57404,874680.00,
500319,INDIAN SUCRO,XT,Q,45.15,46.75,45.15,45.15,45.15,47.50,37,7413,334760.00,
500322,PANYAM CEMEN,X ,Q,61.55,62.50,60.25,61.60,61.20,61.55,72,8703,531207.00,
500325,RELIANCE    ,A ,Q,922.00,932.35,922.00,929.35,929.35,919.30,6794,600361,556549599.00,
500327,PILITA      ,T ,Q,16.05,16.50,15.25,15.90,15.90,16.02,111,53404,839647.00,
500330,RAYMOND     ,A ,Q,1075.00,1086.40,1059.00,1081.85,1081.85,1062.45,769,21332,22910471.00,
500331,PIDILITE    ,A ,Q,892.05,897.30,888.75,890.30,890.30,892.65,402,10901,9727905.00,
500333,PIX TRANS   ,X ,Q,189.40,189.40,184.00,187.35,186.15,187.15,182,17378,3236792.00,
500335,BIRLA CORPN.,B ,Q,1181.90,1181.90,1147.65,1155.50,1154.65,1180.10,168,1909,2211396.00,
500336,SURYA ROSHNI,B ,Q,427.00,444.15,426.60,432.30,433.10,427.75,915,50582,22094814.00,
500337,PRIME SECUR.,B ,Q,53.10,55.00,51.00,54.35,53.50,52.95,259,52785,2834102.00,
500338,PRISM CEMENT,B ,Q,142.00,147.55,137.00,142.10,142.10,139.50,3480,417319,58911041.00,
500339,RAIN        ,A ,Q,419.40,437.90,410.25,432.45,432.45,419.10,10844,859148,367195773.00,
500343,AMJLAND     ,B ,Q,31.50,32.00,29.15,29.45,29.65,28.75,115,26146,789248.00,
500346,PUN.COMMUNI.,X ,Q,40.55,41.25,38.00,40.95,40.95,42.00,25,3178,127288.00,
500350,RSWM  LTD   ,B ,Q,380.00,393.95,380.00,386.65,386.65,379.25,145,2501,969170.00,
500354,RAJSH.SUGAR ,B ,Q,51.50,52.95,51.00,51.85,51.85,51.75,101,8888,464728.00,
500355,RALLIS INDIA,A ,Q,266.85,269.10,262.20,267.15,267.15,266.45,923,58145,15488389.00,
500356,RAMANEWS    ,B ,Q,34.25,34.60,33.25,33.90,33.85,34.70,116,22273,758809.00,
500358,RAMA PETRO  ,XT,Q,4.07,4.07,4.07,4.07,4.07,3.88,4,1100,4477.00,
500360,RAPICUT CARB,X ,Q,73.50,78.90,73.50,77.65,77.90,76.65,50,4244,325638.00,
500365,RMGALLOY    ,XT,Q,12.29,12.29,12.29,12.29,12.29,12.05,48,54918,674942.00,
500366,ROLTA (I)   ,B ,Q,70.45,71.20,67.40,68.45,68.45,71.00,2816,598512,41536505.00,
500367,RUBFILA INT.,X ,Q,85.35,87.70,84.50,86.80,86.70,86.85,245,44468,3829525.00,
500368,RUCHI SOYA  ,B ,Q,19.20,19.45,18.65,19.15,19.15,19.20,539,345212,6546114.00,
500370,SALORA INT. ,T ,Q,53.95,53.95,52.00,52.30,52.00,53.85,4,225,11806.00,
500372,SAMTEL COL  ,T ,Q,1.92,1.92,1.92,1.92,1.92,2.02,9,2251,4321.00,
500378,JINDAL SAW  ,A ,Q,155.90,158.75,150.80,157.45,157.45,154.95,2569,367667,57249250.00,
500380,JK LAKSHMI  ,A ,Q,441.80,444.00,427.30,433.50,433.50,440.70,330,4690,2031564.00,
500387,SHREE CEMENT,A ,Q,18435.00,18609.40,18140.00,18365.75,18365.75,18450.10,254,541,9924595.00,
500388,SHREE KRISHN,XT,Q,38.95,38.95,38.95,38.95,38.95,41.00,2,52,2025.00,
500390,REL INFRA   ,A ,Q,505.00,521.75,499.25,517.55,517.55,506.65,6410,611026,311079271.00,
500399,STEELCO GUJ.,X ,Q,9.70,9.70,9.05,9.40,9.40,9.95,52,15930,148747.00,
500400,TATA POWER  ,A ,Q,90.65,92.50,90.35,92.25,92.25,90.60,2059,615937,56318315.00,
500402,SPMLINFRA   ,B ,Q,145.70,147.30,143.45,144.20,143.45,143.95,95,18084,2643627.00,
500403,SUNDARAM FAS,A ,Q,547.00,563.00,526.00,558.35,562.00,542.90,1275,24403,13272079.00,
500404,SUNFLAG IRON,B ,Q,80.55,82.60,79.45,82.20,82.20,79.75,624,118913,9686842.00,
500405,SUPREME PET ,B ,Q,384.00,385.55,380.00,382.20,382.00,379.80,137,2876,1095847.00,
500407,SWARAJ ENGIN,B ,Q,2062.00,2074.90,2050.00,2052.85,2050.00,2053.75,71,693,1425796.00,
500408,TATA ELXSI  ,A ,Q,1040.00,1051.00,1018.90,1038.55,1038.55,1033.20,2152,69812,72281625.00,
500410,ACC LTD     ,A ,Q,1835.10,1835.10,1810.50,1822.70,1824.00,1837.55,298,4803,8748760.00,
500411,THERMAX     ,A ,Q,1284.85,1318.25,1264.55,1294.15,1294.15,1284.80,357,2485,3198787.00,
500412,THIRUMALAI  ,B ,Q,2200.00,2220.95,2146.10,2183.20,2183.20,2175.35,1436,22554,49281015.00,
500413,THOMAS COOK ,B ,Q,250.00,251.90,243.10,248.60,248.60,246.65,603,21917,5426070.00,
500414,TIMEX GROUP ,X ,Q,61.10,63.90,59.00,63.50,63.50,60.80,478,123887,7748282.00,
500418,TOKYO PLAST ,B ,Q,125.25,127.60,121.50,124.65,125.00,126.95,69,1690,210990.00,
500420,TORRENT PHAR,A ,Q,1440.00,1442.00,1390.00,1419.35,1419.35,1424.25,490,5582,7961183.00,
500422,TRANSCHEM   ,X ,Q,35.00,36.20,33.60,33.95,35.00,35.70,15,557,19320.00,
500425,AMBUJA CEME ,A ,Q,272.80,276.80,266.45,268.50,268.55,275.95,1262,123868,33482912.00,
500429,UNIPHOS ENT.,B ,Q,86.00,94.00,83.00,89.95,89.95,90.35,76,8980,815018.00,
500439,VARD HOLDNG ,B ,Q,5171.25,5375.00,5171.25,5257.15,5251.05,5200.70,33,86,454961.00,
500440,HINDALCO    ,A ,Q,255.00,259.30,252.40,258.20,258.20,253.80,1546,447507,114165664.00,
500444,WEST COAS PA,B ,Q,315.00,318.60,308.10,311.40,311.40,314.15,477,16346,5105021.00,
500449,HIND.ORG.CHM,T ,Q,30.25,30.25,28.80,29.50,29.50,30.25,293,91128,2677044.00,
500450,MPIL CORP L ,XT,Q,227.85,227.85,227.85,227.85,227.85,239.80,15,153,34861.00,
500456,PAS.ACRYLON ,X ,Q,27.00,27.20,26.50,27.15,27.20,27.20,183,70841,1902241.00,
500459,PROCTER &GAM,A ,Q,9399.95,9487.10,9350.05,9400.55,9357.50,9369.30,86,251,2359489.00,
500460,MUKAND LTD. ,B ,Q,92.00,94.45,90.25,91.05,91.05,90.00,411,74944,6860023.00,
500463,AGCNET      ,T ,Q,125.00,125.00,122.05,122.80,125.00,125.55,9,445,54453.00,
500464,UCAL FUEL   ,B ,Q,302.00,315.95,301.00,314.55,314.55,301.65,914,42482,13167963.00,
500467,HARR.MALAYAL,T ,Q,93.25,94.75,90.00,90.35,90.00,92.45,106,7592,693201.00,
500469,FEDERAL BANK,A ,Q,102.25,104.20,101.15,103.10,103.10,102.15,5793,820512,84090093.00,
500470,TATA STEEL  ,A ,Q,752.00,762.00,742.70,751.65,751.65,751.85,4127,453539,340874291.00,
500472,SKF INDIA   ,A ,Q,1835.00,1845.70,1815.00,1827.45,1827.45,1832.50,62,473,866487.00,
500477,ASHOK LEYL. ,A ,Q,122.00,122.00,118.75,121.10,121.10,120.75,2493,759250,91370025.00,
500480,CUMMINS (I) ,A ,Q,910.00,910.00,893.05,901.85,901.85,903.40,1000,18196,16397796.00,
500483,TATA COMM   ,A ,Q,635.00,639.85,626.30,634.40,634.40,633.80,573,20174,12771354.00,
500488,ABBOTT (I)  ,B ,Q,5435.00,5486.00,5435.00,5466.30,5462.25,5432.40,40,101,551279.00,
500490,BAJ HOLD INV,A ,Q,2714.30,2797.00,2694.80,2787.05,2787.05,2726.65,316,3328,9114177.00,
500493,BHARAT FORGE,A ,Q,721.50,737.45,721.45,735.00,735.90,721.40,1455,63357,46357562.00,
500495,ESCORTS LTD.,A ,Q,760.00,777.90,757.40,771.05,771.05,758.15,2941,180167,138605518.00,
500500,HIND.MOTORS ,T ,Q,10.20,10.30,9.90,9.98,9.90,10.42,492,343740,3428576.00,
500510,LARSEN & TOU,A ,Q,1361.55,1377.70,1355.00,1371.95,1371.95,1358.80,10658,667193,909239198.00,
500520,MAH & MAH   ,A ,Q,760.00,765.90,748.05,763.90,763.90,758.70,2244,133684,101146296.00,
500530,BOSCH LTD   ,A ,Q,19850.00,20000.00,19838.65,19905.10,19905.10,19859.75,231,577,11476197.00,
500540,PREMIER LTD ,B ,Q,34.90,35.70,33.85,34.25,34.25,34.10,206,17520,606433.00,
500547,BHARAT PET. ,A ,Q,469.25,478.90,465.00,476.85,476.85,470.25,1665,106270,50183552.00,
500550,SIEMENS LTD.,A ,Q,1289.60,1305.75,1259.10,1296.95,1296.95,1292.55,997,21502,27520427.00,
500570,TATA MOTORS ,A ,Q,419.75,421.90,415.20,418.95,418.95,418.80,2484,239133,99981096.00,
500575,VOLTAS LTD  ,A ,Q,598.50,619.00,598.50,616.80,616.80,600.00,1587,111776,68407697.00,
