SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
513605,SRIPIPES    ,B ,Q,393.00,402.70,388.95,397.35,397.35,396.50,849,40760,16114430.00,
513642,AXEL POLYMER,XT,Q,27.55,27.55,27.55,27.55,27.55,26.25,18,7660,211033.00,
513683,NLCINDIA    ,A ,Q,104.25,106.00,103.40,104.70,104.70,105.15,638,91556,9576970.00,
513687,SPECTRA IND.,X ,Q,32.30,34.15,31.65,32.50,32.50,33.30,58,11390,367627.00,
513691,JMT AUTO LTD,T ,Q,5.20,5.34,5.00,5.18,5.25,5.16,114,100400,517611.00,
513693,KIC METALIKS,X ,Q,193.55,193.65,193.55,193.65,193.65,189.90,15,5112,989918.00,
513699,SOLID STONE ,X ,Q,74.95,75.10,71.25,74.95,74.95,74.95,5,20,1474.00,
513709,SHILP GRAVUR,X ,Q,150.25,152.00,145.40,147.85,146.70,153.20,157,6240,928141.00,
513713,WHITEORG    ,XT,Q,134.10,134.10,124.25,127.35,129.00,128.35,136,21600,2757355.00,
513723,HIMALAYA GR.,XT,Q,42.95,46.85,42.95,46.85,46.85,44.65,5,345,15012.00,
513729,ARO GRANITE ,B ,Q,79.70,79.70,75.20,75.65,75.65,76.20,168,15481,1178403.00,
514010,HIM.FIBRES  ,X ,Q,7.47,7.85,7.30,7.56,7.30,7.79,63,12231,93631.00,
514028,RAJKAMAL SYN,X ,Q,14.20,14.57,13.90,14.57,14.57,13.88,17,2757,39796.00,
514030,DEEPAK SPINN,X ,Q,105.50,108.30,105.00,107.75,107.75,104.70,57,10030,1075191.00,
514034,JBF IND.LTD ,B ,Q,204.00,209.60,201.25,203.70,202.80,203.95,145,4832,986795.00,
514036,LOY.TEX MILL,X ,Q,667.00,680.00,667.00,670.00,670.00,691.00,4,171,114720.00,
514043,HIMAT.SEIDE ,B ,Q,395.00,403.50,392.00,392.75,392.00,398.90,725,17492,6911304.00,
514045,BSL LTD.    ,B ,Q,101.05,105.90,101.05,104.10,104.10,101.15,90,6310,654349.00,
514087,PBM POLYTEX ,X ,Q,90.50,99.95,90.50,93.25,94.00,92.50,46,1335,123825.00,
514118,ESKAY K'N'IT,XT,Q,0.21,0.21,0.21,0.21,0.21,0.20,1,100,21.00,
514128,KONARK SYN. ,ST,Q,22.55,22.55,22.55,22.55,22.55,23.00,1,1,22.00,
514138,SURYALATA SP,X ,Q,174.30,178.75,170.50,173.55,178.75,178.40,37,4010,694865.00,
514142,TT LTD.     ,B ,Q,110.00,124.55,109.00,121.95,121.95,109.20,1008,85563,10254380.00,
514144,UNIWORTH LTD,XT,Q,0.75,0.75,0.75,0.75,0.75,0.72,1,1000,750.00,
514162,WELSPUN (I) ,A ,Q,72.35,74.35,71.45,73.30,73.30,72.75,1749,364679,26588693.00,
514165,IND.ACRYLICS,X ,Q,18.85,19.00,18.00,18.30,18.30,18.70,402,244249,4479315.00,
514167,GANESH ECOSP,B ,Q,437.25,440.00,424.25,425.00,425.00,436.95,88,2728,1166030.00,
514171,CEETA IND.  ,XT,Q,13.90,14.50,13.90,14.20,14.20,14.00,42,4099,57978.00,
514175,VARDHMAN POL,B ,Q,35.05,35.70,34.20,35.10,34.55,35.15,38,3701,129969.00,
514183,BLA ROS IND ,XT,Q,51.00,52.30,49.75,49.75,49.75,52.35,87,25678,1279019.00,
514197,ST CORP     ,XT,Q,38.85,38.85,38.85,38.85,38.85,39.60,1,1,38.00,
514211,SUMEET INDUS,B ,Q,33.35,33.70,32.25,32.75,32.75,33.40,596,158731,5212023.00,
514215,BINNY LTD.  ,X ,Q,263.00,263.00,245.30,248.30,248.30,258.15,112,12172,3045414.00,
514221,KLIFESTYLE  ,ST,Q,0.19,0.19,0.19,0.19,0.19,0.20,2,28,5.00,
514223,RAMGOPAL POL,T ,Q,4.88,4.88,4.88,4.88,4.88,4.65,1,200,976.00,
514234,SANGAM INDIA,B ,Q,184.65,187.00,181.65,184.55,184.00,185.80,70,4664,862372.00,
514238,IKAB SEC.   ,X ,Q,17.90,17.90,17.90,17.90,17.90,17.85,1,112,2004.00,
514240,KUSHIND     ,XT,Q,0.76,0.76,0.76,0.76,0.76,0.79,1,100,76.00,
514266,ZENITH FIBRE,XT,Q,126.30,131.45,126.30,127.50,127.00,128.30,17,5849,743099.00,
514272,BHILWARA SP.,X ,Q,13.00,13.00,12.09,12.10,12.10,12.51,8,3401,41168.00,
514274,AARVEE DENIM,B ,Q,56.00,56.00,53.60,54.70,54.70,53.90,470,40012,2177824.00,
514280,SANRHEA TECH,XT,Q,41.85,41.85,41.85,41.85,41.85,44.00,2,271,11341.00,
514286,ASHIMA LTD. ,B ,Q,33.55,34.60,33.00,33.50,33.50,33.50,549,126187,4279757.00,
514300,PIONEER EMB ,B ,Q,40.20,41.30,38.70,39.30,39.50,41.20,132,8771,346828.00,
514302,VIPPY SPIN. ,X ,Q,50.70,53.00,50.70,51.80,51.75,51.25,36,6865,354395.00,
514318,JATTAINDUS  ,P ,Q,35.50,35.50,35.50,35.50,35.50,35.65,1,400,14200.00,
514322,KAMADGIRI   ,X ,Q,150.00,150.10,145.25,150.00,150.00,151.05,33,1548,231588.00,
514326,PATSPIN INDI,B ,Q,28.00,28.90,27.50,28.10,28.45,28.85,31,7171,200877.00,
514330,OVERSEAS SYN,XT,Q,7.75,7.75,7.75,7.75,7.75,7.75,35,17130,132757.00,
514348,WINSOME YRN ,B ,Q,2.39,2.43,2.35,2.35,2.35,2.39,18,22850,54637.00,
514358,EVERLON SYN.,X ,Q,20.07,20.10,19.20,19.98,19.20,20.07,12,867,17366.00,
514366,CITIZEN YARN,XT,Q,0.45,0.45,0.45,0.45,0.45,0.45,2,200,90.00,
514386,GUJ COTEX   ,X ,Q,3.71,3.71,3.71,3.71,3.71,3.71,1,900,3339.00,
514394,AJIL        ,X ,Q,72.20,78.00,72.20,77.10,77.45,76.50,9,860,65880.00,
514400,GARWARE SYN.,X ,Q,9.22,9.22,9.22,9.22,9.22,9.70,1,100,922.00,
514412,SARUPINDUS  ,X ,Q,73.50,73.50,73.50,73.50,73.50,73.05,1,1,73.00,
514418,MANORG      ,X ,Q,156.10,173.90,156.10,170.20,170.20,160.60,228,21560,3559993.00,
514428,HINDU.ADHESI,X ,Q,84.05,90.00,84.05,90.00,90.00,86.05,6,286,24490.00,
514442,SRI KPR IND ,XT,Q,29.05,29.05,28.85,28.85,28.85,29.05,5,821,23806.00,
514450,MAHA.RUBTECH,X ,Q,54.00,57.75,50.35,56.85,57.00,54.85,26,1521,79656.00,
514470,WIMSOME TEXT,B ,Q,66.50,66.55,65.25,65.50,65.90,65.90,128,23733,1567617.00,
514474,FAIRDEAL FIL,X ,Q,44.00,46.95,40.10,43.80,43.80,42.75,82,10012,436164.00,
514484,THAMBI MOD. ,XT,Q,5.85,5.85,5.85,5.85,5.85,5.81,1,250,1462.00,
515018,REG.CERAMIC ,T ,Q,8.10,8.10,7.65,7.65,7.65,8.05,9,5102,39921.00,
515030,ASAHI IN.GLA,B ,Q,376.45,379.95,368.95,369.70,369.70,371.75,851,37918,14233346.00,
515037,MURD.CERAM  ,B ,Q,46.75,47.00,45.00,46.55,46.55,47.30,373,65086,3008766.00,
515043,SAINT-GOBAIN,XT,Q,60.85,61.40,59.00,60.50,61.30,59.80,273,38173,2292657.00,
515055,ANANTRAJ    ,B ,Q,73.60,73.60,69.45,71.15,71.15,72.00,1997,458644,32695012.00,
515059,MADHUS.IND. ,XT,Q,19.90,20.25,19.80,19.80,19.80,19.30,11,8350,166895.00,
515085,RESTILE CER.,X ,Q,8.70,9.20,8.40,8.66,8.42,8.95,31,9493,81085.00,
515093,MADHAV MARB.,B ,Q,73.50,73.50,69.10,70.10,70.30,71.85,60,5637,396144.00,
515127,RAMMAICA (I),P ,Q,17.45,19.10,17.45,19.10,19.10,18.30,2,200,3655.00,
515145,HIND.NAT.GLS,B ,Q,160.10,166.00,160.10,164.80,160.10,160.00,14,594,96702.00,
515147,HALDYN GLASS,X ,Q,47.00,48.75,46.15,48.15,48.15,47.05,434,82383,3913568.00,
516003,SARDA PLY.  ,ST,Q,156.75,166.90,156.75,158.00,158.00,165.00,21,2155,339690.00,
516007,MANGALAM TIM,T ,Q,37.00,37.00,36.00,36.80,36.80,37.55,48,8601,312865.00,
516016,SHREYANS IND,B ,Q,201.00,209.25,196.35,202.55,202.65,200.25,230,8872,1824882.00,
516022,STAR PAPER  ,B ,Q,277.50,290.60,275.65,286.70,286.70,278.15,1354,66771,19005529.00,
516030,YASH PAPERS ,X ,Q,69.70,72.20,68.00,70.80,71.00,69.60,888,190275,13401422.00,
516032,SARDA PAPERS,XT,Q,7.22,7.22,7.22,7.22,7.22,6.88,1,200,1444.00,
516064,ARROWGREEN  ,B ,Q,492.00,496.35,484.05,490.60,490.60,491.80,180,2610,1282517.00,
516072,VISHNU CHEM ,T ,Q,413.00,422.80,405.00,420.90,421.00,413.40,50,1709,714614.00,
516078,JUMBO BAG   ,Z ,Q,20.45,20.45,20.00,20.00,20.00,20.35,11,6200,125025.00,
516082,N.R.AGARWAL ,B ,Q,538.00,549.30,530.00,537.55,530.00,532.65,162,4098,2217323.00,
516086,SH.RAJES.PAP,XT,Q,17.55,19.20,17.45,19.20,19.20,18.35,17,10006,180560.00,
516092,PUDMJEE IND ,B ,Q,15.36,16.50,14.31,15.85,15.97,15.36,102,25110,390602.00,
516096,SANGAL PAPER,XT,Q,175.75,175.75,175.75,175.75,175.75,185.00,10,503,88402.00,
516106,SH.KARTHIK P,X ,Q,20.60,21.00,20.10,20.50,20.50,21.00,34,17241,355667.00,
516108,S.I.PAPER   ,XT,Q,158.00,160.15,151.10,153.00,153.00,153.05,48,7780,1231741.00,
516110,SCANDENT    ,X ,Q,12.37,12.37,12.37,12.37,12.37,11.25,1,1,12.00,
517015,VINDHYA TELE,B ,Q,1225.95,1245.00,1214.00,1229.95,1227.30,1230.20,338,2820,3455842.00,
517035,RUTTONSHA IN,XT,Q,56.00,56.00,53.90,54.00,54.00,56.70,21,2605,141867.00,
517041,ADORWELDING ,B ,Q,545.10,561.10,535.10,541.20,538.00,546.45,503,5905,3217257.00,
517059,SALZER ELEC ,B ,Q,219.60,223.55,217.25,218.70,218.30,218.15,207,31890,7005031.00,
517063,JETINFOTRAN ,X ,Q,62.00,62.20,62.00,62.20,62.20,63.00,12,3350,207815.00,
517080,HIGHGROUND  ,B ,Q,14.20,14.30,13.70,14.30,14.30,13.65,215,138690,1964764.00,
517096,APLAB LTD.  ,XT,Q,22.50,22.55,22.50,22.55,22.55,22.65,2,250,5630.00,
517119,PCS TECH    ,X ,Q,31.55,31.80,30.30,30.65,30.65,31.05,226,37329,1153795.00,
517140,MOSER BEAR  ,T ,Q,5.35,5.59,5.31,5.39,5.39,5.52,165,130868,709728.00,
517146,USHA MART.LT,B ,Q,27.50,28.70,27.50,28.35,28.35,27.35,972,338802,9548661.00,
517164,ZENITH COMP.,XT,Q,2.09,2.20,2.09,2.09,2.09,2.20,27,2961,6322.00,
517166,SPEL SEMICON,XT,Q,18.00,18.00,16.65,16.65,16.65,17.50,49,36243,612187.00,
517168,SUBROS LTD. ,B ,Q,375.00,385.00,370.95,373.80,373.80,370.80,797,16851,6336770.00,
517174,HONEYWELL   ,B ,Q,17527.00,17945.00,17527.00,17900.65,17925.00,17704.40,47,64,1143455.00,
517206,LUMAX IND   ,B ,Q,2052.00,2059.15,2025.00,2045.00,2036.00,2054.20,122,1120,2288311.00,
517214,SPICEMOBI   ,B ,Q,23.70,25.05,23.70,25.00,25.00,24.25,22,2620,64456.00,
517224,SUJANA INDUS,T ,Q,1.11,1.11,1.11,1.11,1.11,1.16,54,107186,118976.00,
517246,BCC FUBA    ,XT,Q,18.80,19.75,18.50,19.75,19.75,18.85,7,1200,23105.00,
517258,PRECISION EL,XT,Q,29.75,30.10,29.75,30.05,30.05,30.10,10,2260,67928.00,
517271,HBL P SYS   ,B ,Q,64.65,65.55,62.90,63.90,63.90,64.30,1527,234275,15017886.00,
517288,GUJARATPOLY ,X ,Q,12.76,12.76,12.76,12.76,12.76,12.16,5,550,7018.00,
517300,GUJ.IND.POW.,B ,Q,127.50,129.10,126.30,127.80,127.80,127.80,205,15736,2012081.00,
517330,CMI LTD.    ,B ,Q,267.00,283.00,265.00,280.55,280.00,279.20,335,8537,2376233.00,
517334,MOTHERSON SS,A ,Q,378.85,384.55,374.60,381.50,381.00,378.85,708,51708,19618877.00,
517344,MINDTECK (I),B ,Q,77.80,82.00,75.05,79.65,79.60,77.80,198,13105,1046550.00,
517354,HAVELLSINDIA,A ,Q,548.90,551.20,539.80,546.95,546.95,551.40,2653,38225,20859401.00,
517356,ACI INFOCOM ,ST,Q,7.50,7.50,7.50,7.50,7.50,7.89,1,1,7.00,
517370,INCAP LTD.  ,XT,Q,116.45,117.00,114.00,114.30,116.45,116.45,20,4587,526051.00,
517372,GUJ.INTRUX  ,XT,Q,105.50,111.00,105.50,110.65,111.00,111.00,23,3112,342863.00,
517380,IGARSHI MOT ,B ,Q,850.00,850.00,835.95,842.65,847.00,842.35,57,1234,1037792.00,
517385,SYMPHONY    ,A ,Q,1968.20,2006.30,1966.75,1998.95,2000.00,1962.85,339,3326,6627598.00,
517415,LEE&NEE SOFT,XT,Q,5.77,5.77,5.77,5.77,5.77,5.88,20,10588,61092.00,
517417,PATEL AIRTEM,X ,Q,189.00,204.00,189.00,194.80,195.00,189.60,115,7862,1552622.00,
517421,BFLYGANDHI  ,T ,Q,620.00,620.00,568.20,575.15,575.00,598.10,412,47402,27183794.00,
517429,ATHENAGLO   ,XT,Q,19.00,19.40,17.60,18.05,19.40,18.50,15,7270,132398.00,
517447,R.S.SOFTWARE,B ,Q,82.00,82.65,80.10,80.90,80.90,81.65,460,43707,3537574.00,
517449,MAGNA ELECTR,X ,Q,221.95,228.00,218.00,221.90,222.00,222.80,64,1844,409710.00,
517467,MARSONS     ,XT,Q,6.12,6.38,6.00,6.04,6.03,6.30,38,8232,49785.00,
517477,ELNET TECH. ,X ,Q,182.00,186.50,182.00,183.00,183.00,182.65,14,844,154326.00,
517481,APTL        ,XT,Q,5.02,5.12,5.02,5.07,5.02,5.12,22,8716,44245.00,
517498,WEBELSOLAR  ,B ,Q,127.40,130.00,125.60,127.40,127.40,127.40,1007,86669,11076132.00,
517500,ROTO PUMPS  ,X ,Q,122.05,126.80,117.00,123.95,123.95,124.90,282,17969,2211810.00,
517506,TTK PRESTIGE,A ,Q,8402.65,8737.75,8370.50,8635.80,8635.80,8459.20,451,1524,13021488.00,
517514,DHINDIA     ,X ,Q,28.10,29.90,28.10,28.40,28.30,28.60,36,4893,140756.00,
517518,LEEL        ,B ,Q,292.35,296.75,287.35,289.30,289.30,293.20,680,22817,6637676.00,
517522,RAJ GLO WIR ,X ,Q,672.00,715.15,665.00,692.90,700.00,680.40,92,1760,1212694.00,
517530,SURANATP    ,T ,Q,6.28,6.28,6.00,6.18,6.20,6.04,18,8060,49162.00,
517536,ONWARD TECHN,B ,Q,119.00,122.00,119.00,120.70,122.00,120.10,164,14683,1766809.00,
517544,CENTUM ELEC ,B ,Q,673.65,694.00,656.00,674.30,670.15,681.75,63,516,347958.00,
517546,ALFA TRANSFO,X ,Q,30.75,30.75,30.75,30.75,30.75,32.35,10,1300,39975.00,
517548,STARLITE COM,X ,Q,55.55,56.50,51.85,53.55,53.55,56.00,491,178733,9634726.00,
517552,ADVANCED MIC,Z ,Q,5.15,5.15,5.05,5.05,5.05,5.30,3,84,429.00,
517554,NHCFOODS    ,X ,Q,15.50,15.50,14.70,14.85,14.85,15.00,120,52907,786721.00,
517556,PVP VENT LTD,B ,Q,8.50,8.80,8.46,8.46,8.46,8.90,136,68573,580951.00,
517562,TRIGYN TECH ,B ,Q,156.90,163.30,150.00,161.95,162.00,155.55,972,70556,11190992.00,
517569,KEI INDUST. ,B ,Q,386.10,395.95,375.85,391.70,392.25,385.95,1138,46122,17789994.00,
517571,IMPPOWERS   ,T ,Q,118.70,123.00,117.70,120.00,120.00,122.85,29,3745,443830.00,
518011,KEERTHI     ,XT,Q,168.00,174.45,167.45,171.80,171.80,176.25,33,1852,311919.00,
518029,GUJ.SIDH.CEM,T ,Q,36.00,37.00,35.80,36.05,36.05,36.25,70,9248,334792.00,
518075,SURAJ PRODUC,XT,Q,20.55,20.55,19.55,19.55,19.55,20.55,8,1504,29405.00,
518091,ANJANI PORTL,B ,Q,244.10,246.00,244.00,246.00,246.00,242.15,7,120,29420.00,
519003,MODINATURAL ,X ,Q,133.25,139.95,133.00,134.80,133.00,136.00,14,1455,200129.00,
519031,SHAH FOOD(P),X ,Q,120.10,139.80,115.00,133.75,139.80,124.05,25,2088,258414.00,
519091,TASTY BITE  ,B ,Q,9334.80,9850.00,9334.00,9406.10,9405.00,9294.35,277,607,5790053.00,
519097,RITESH INTER,XT,Q,4.00,4.00,4.00,4.00,4.00,4.20,1,100,400.00,
519105,AVT NATURAL ,B ,Q,50.70,51.30,49.00,50.50,50.50,49.60,368,46443,2336436.00,
519126,HIND.FOODS  ,X ,Q,456.05,476.00,456.05,469.05,461.10,473.10,51,2389,1112206.00,
519136,NAHAR INDUST,B ,Q,105.00,108.75,99.80,105.15,104.00,106.20,167,14210,1482167.00,
519152,VADILAL ENT ,XT,Q,904.00,930.00,900.00,904.95,905.00,905.00,42,1091,986875.00,
519156,VADILAL IND ,B ,Q,919.60,928.90,905.40,918.20,918.20,919.95,75,744,682937.00,
519183,ADF FOODS LT,B ,Q,280.60,290.60,279.00,285.95,285.95,285.00,503,24162,6851996.00,
519214,WILLIAM.FIN.,ST,Q,40.50,40.50,38.60,38.65,38.60,40.50,10,3410,133843.00,
519216,AJANTA SOYA ,X ,Q,63.50,70.90,61.05,69.55,69.55,63.40,171,20166,1346591.00,
519224,WILLIAM.MAGO,T ,Q,131.10,134.00,130.90,130.90,130.90,137.75,24,2680,354176.00,
519230,RICHIRICH   ,XT,Q,1.80,1.80,1.69,1.69,1.69,1.74,2,600,1069.00,
519248,JVL AGRO    ,B ,Q,37.00,38.40,35.95,38.00,38.00,36.30,1744,431100,16234492.00,
519260,SANWARIA    ,T ,Q,25.80,27.55,25.05,26.70,26.70,26.35,1798,883591,23113690.00,
519262,PRIMA AGRO L,XT,Q,33.80,33.80,33.80,33.80,33.80,33.80,4,609,20584.00,
519279,MADHUR IND  ,X ,Q,11.06,11.53,10.51,11.45,11.45,11.06,8,3700,41672.00,
519285,TARAI FOODS ,XT,Q,8.38,8.38,7.90,8.23,8.23,8.00,15,2420,19194.00,
519287,MODERN DAIRI,ST,Q,10.35,11.00,10.35,10.45,10.45,10.86,17,4543,47889.00,
519295,BAMBINO AGRO,XT,Q,306.50,310.00,295.10,306.05,307.00,310.55,86,4773,1431382.00,
519307,VIKAS WSP   ,XT,Q,15.99,16.10,15.25,15.77,15.75,15.80,340,276697,4364719.00,
519359,POONA DAL   ,X ,Q,76.15,80.35,75.05,75.05,75.05,79.00,54,4892,369763.00,
519383,ANIK INDS   ,B ,Q,43.50,45.35,39.35,42.95,42.95,42.90,28,1641,70205.00,
519421,KSE LIMITED ,XT,Q,2130.00,2229.90,2029.15,2102.05,2140.00,2135.90,172,2919,6062929.00,
519455,NARBADA     ,XT,Q,23.30,23.30,22.85,22.85,22.85,23.30,11,430,9832.00,
519457,VIRAT CRANE ,XT,Q,46.20,48.00,45.00,46.00,46.00,45.80,19,4510,210371.00,
519475,CHORDIA FOOD,X ,Q,170.00,180.70,170.00,180.70,180.70,172.10,65,4883,869014.00,
519477,CIANAGRO    ,P ,Q,45.40,45.40,45.40,45.40,45.40,45.40,1,100,4540.00,
519479,OMEGA AGSEED,XT,Q,5.00,5.00,5.00,5.00,5.00,5.00,1,500,2500.00,
519491,OCEAN AGRO  ,XT,Q,21.75,23.55,21.50,23.55,23.55,22.50,8,1910,41281.00,
519494,N K INDUST. ,T ,Q,49.60,52.50,49.50,52.20,52.50,52.00,8,871,44215.00,
519532,ASIAN TEA   ,X ,Q,17.70,18.20,17.00,17.50,17.50,17.55,38,4292,74313.00,
519552,HERITGFOOD  ,B ,Q,796.00,822.00,787.00,802.65,803.95,804.05,150,1541,1230838.00,
519560,NEHA INTER. ,SS,Q,8.90,9.05,8.17,8.27,8.17,8.70,104,84597,733405.00,
519566,SIMRAN FARMS,XT,Q,158.90,158.90,145.00,145.20,150.50,152.00,18,730,109212.00,
519570,LAKSHMI OVER,T ,Q,30.00,31.00,28.50,29.80,29.75,29.95,136,18489,550614.00,
519588,DFM FOODS   ,B ,Q,1753.00,1799.70,1737.85,1789.00,1789.00,1782.25,16,46,80973.00,
519600,CCL PRODUCTS,B ,Q,291.75,297.00,289.50,294.15,293.00,287.15,303,7188,2106345.00,
519602,KELLTONTEC  ,T ,Q,103.35,108.75,103.35,107.25,107.25,107.45,73,7568,809594.00,
519612,MAHAAN FOODS,X ,Q,17.35,17.50,17.15,17.15,17.15,17.35,9,629,10935.00,
520008,RICO AUTO   ,B ,Q,95.00,95.75,91.65,93.35,93.35,95.40,1038,306498,28667775.00,
520021,OMAX AUTOS. ,B ,Q,116.85,123.90,115.60,119.50,119.50,114.25,1643,99985,11908187.00,
520043,MUNJAL SHOWA,B ,Q,280.00,287.20,280.00,283.30,283.30,280.70,359,11633,3293943.00,
520051,JAMNA AUTO  ,B ,Q,76.70,79.65,75.40,75.90,75.90,76.70,2182,528098,40637217.00,
520056,SUNDAR.CLAY ,B ,Q,4993.00,5064.25,4930.00,4972.75,4972.75,4995.00,27,99,493874.00,
520057,SONA KOYO ST,B ,Q,104.95,105.80,102.50,104.05,103.60,104.35,419,48404,5052835.00,
520059,MUNAUTO     ,B ,Q,83.20,91.55,82.50,88.65,88.65,83.75,1326,120155,10744811.00,
520066,JAYBH.MARUTI,B ,Q,531.85,534.00,520.00,526.00,526.00,533.30,491,8266,4357150.00,
520073,RACLGEAR    ,X ,Q,70.00,71.75,68.10,70.35,70.40,69.80,101,12980,905018.00,
520075,SAMKRG PIST.,X ,Q,340.00,340.00,332.00,336.80,338.50,340.60,131,8014,2688675.00,
520077,AMTEK AUTO  ,T ,Q,27.00,27.00,26.50,26.75,26.85,27.05,215,60885,1632402.00,
520086,SICAL LOG   ,B ,Q,235.75,239.45,235.00,237.65,237.65,235.80,101,5761,1365304.00,
520111,RATNAMNI MET,B ,Q,1043.00,1075.00,1040.00,1067.00,1075.00,1053.35,151,2030,2131069.00,
520113,VESUVIUS IND,B ,Q,1339.00,1410.00,1310.00,1367.75,1367.75,1326.15,84,1215,1642617.00,
520119,AUTOMOTIVE S,B ,Q,99.00,99.95,93.65,96.10,96.10,95.10,179,9641,919138.00,
520123,ABC INDIA   ,X ,Q,104.80,104.80,97.70,101.00,101.00,100.10,9,439,44072.00,
520127,BALURGHAT TE,XT,Q,6.84,7.17,6.84,7.16,7.16,6.84,12,6625,46447.00,
520139,JAGSON AIRLI,XT,Q,3.49,3.49,3.17,3.17,3.17,3.33,27,31985,108322.00,
520141,SIBAR AUTO  ,XT,Q,14.00,14.63,14.00,14.63,14.63,13.94,13,11927,173799.00,
520151,SHREY SH LOG,B ,Q,575.00,585.00,509.00,580.05,578.00,574.60,85,2166,1244218.00,
520155,STARLOG     ,X ,Q,68.00,74.00,66.30,69.05,69.05,70.85,11,456,31984.00,
521005,INDOVATION  ,XT,Q,8.55,8.55,8.55,8.55,8.55,8.55,1,5,42.00,
521014,EUROTEX IND ,B ,Q,33.65,35.20,33.65,35.20,35.20,35.50,2,1002,33720.00,
521016,INDO COUNT  ,A ,Q,118.45,121.00,113.65,119.90,119.90,115.35,1427,176913,20829496.00,
521018,MARAL OVERS ,B ,Q,47.05,47.55,44.25,45.00,44.75,46.80,154,41021,1863934.00,
521030,NAKODA      ,T ,Q,0.55,0.55,0.51,0.51,0.51,0.53,118,385636,203271.00,
521034,SOMA TEXTILE,T ,Q,14.90,16.00,14.75,15.45,15.40,15.45,51,19583,307427.00,
521038,TAM.JAI.MILL,XT,Q,5.60,5.60,5.22,5.60,5.60,5.34,10,4400,24602.00,
521062,OCTAVE      ,SS,Q,1.74,1.74,1.74,1.74,1.74,1.83,4,1750,3045.00,
521064,TRIDENT     ,A ,Q,86.00,86.00,84.15,84.80,85.00,85.15,1024,151958,12890070.00,
521068,HISAR SPIN. ,P ,Q,17.65,17.65,17.65,17.65,17.65,17.65,1,100,1765.00,
521070,ALOK INDS.  ,T ,Q,3.96,3.96,3.77,3.80,3.80,3.96,582,1209238,4577230.00,
521080,PASARI SPIN ,XT,Q,2.75,2.75,2.75,2.75,2.75,2.75,2,18000,49500.00,
521082,SPENTEX INDS,T ,Q,8.35,8.35,8.35,8.35,8.35,8.78,29,48100,401635.00,
521097,AMARJOTHI SP,X ,Q,168.05,169.65,161.45,166.65,166.65,168.05,176,10874,1811896.00,
521105,OLYMPIA IND.,XT,Q,240.95,240.95,226.00,226.00,226.00,230.05,23,970,222463.00,
521109,NAGREEKA EXP,T ,Q,40.10,41.45,38.95,39.70,41.45,41.00,20,2582,103104.00,
521113,SUDITI IND. ,XT,Q,93.60,93.60,88.95,88.95,88.95,93.60,167,22321,1994588.00,
521127,KHATOR FIBRE,XT,Q,18.50,19.40,18.50,19.40,19.40,18.50,23,1758,33343.00,
521131,SBFL        ,X ,Q,10.20,10.20,10.20,10.20,10.20,10.58,4,1300,13260.00,
521141,ADITYA SPIN.,XT,Q,9.51,10.50,9.50,9.52,9.52,10.00,14,10780,112799.00,
521149,PRIME URBAN ,X ,Q,24.80,24.80,22.50,23.00,23.00,23.00,23,3528,81716.00,
521151,DHANLXMI FAB,X ,Q,35.95,35.95,34.30,35.95,35.95,35.00,4,7,243.00,
521163,ZODIAC CLOTH,B ,Q,211.00,218.90,210.00,217.00,217.00,217.75,103,6561,1408938.00,
521167,FRONT BUSS  ,XT,Q,7.70,7.70,7.60,7.60,7.60,7.87,2,10000,76010.00,
521180,SUPER SPIN. ,T ,Q,17.70,18.35,17.70,17.85,17.70,18.10,41,30440,545373.00,
521194,SIL INVEST  ,T ,Q,485.00,508.75,472.00,507.85,508.75,484.60,88,2078,1025762.00,
521200,SURYLAK.COTT,B ,Q,96.45,100.05,95.45,98.35,97.40,95.55,134,10865,1061571.00,
521206,SAMTEX FASH.,X ,Q,5.40,5.40,5.01,5.19,5.19,5.46,93,30663,158150.00,
521210,CITYMAN     ,XT,Q,4.94,4.94,4.94,4.94,4.94,4.72,1,3,14.00,
521216,DHAN ROTO SP,XT,Q,38.30,42.05,38.25,39.00,39.00,40.10,11,1644,63208.00,
521220,DAMOINDUS   ,B ,Q,127.00,129.80,125.00,126.50,126.50,125.10,18,991,125285.00,
521226,UNI ROYAL IN,X ,Q,10.50,10.50,10.50,10.50,10.50,10.01,2,401,4210.00,
521228,TATIA GLOB  ,ST,Q,0.58,0.58,0.58,0.58,0.58,0.59,1,1100,638.00,
521232,SUNIL INDUS.,P ,Q,32.60,32.60,32.50,32.50,32.50,33.05,3,600,19550.00,
521234,SRI NACHAMAI,X ,Q,18.30,18.30,18.30,18.30,18.30,19.25,8,1700,31110.00,
521240,SAMBANDAM SP,X ,Q,163.45,163.45,152.00,161.70,161.70,159.15,5,1300,203302.00,
521242,KANDAGIRI SP,X ,Q,39.90,39.90,39.50,39.50,39.50,38.80,4,40,1588.00,
521248,KITEX GARMEN,B ,Q,297.40,306.00,295.90,297.95,306.00,297.70,250,7390,2208492.00,
522001,CRANEX LTD. ,X ,Q,19.50,19.50,18.00,18.05,18.05,20.00,29,14011,254203.00,
522004,BATLIBOI LTD,XT,Q,42.60,42.60,42.60,42.60,42.60,44.80,56,16192,689779.00,
